Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
dicta,g,1661,dicta,73,73,Leora Apo,u,085-383-9952,201912,g,Grasshopper,50.0
coarticulation,q,1003,coarticulation,269,269,Juliette Lyford,z,080-755-2008,201908,q,Queen bee,11.0
electroballistic,s,1250,electroballistic,254,254,Hai Cabaniss,d,081-119-7725,202100,s,Stick insect,9.0
unterminational,d,2687,unterminational,257,257,Yu Hamlett,s,076-171-1369,202005,d,Unknown insect type (imputed),5.0
lizard,n,3120,lizard,267,267,Treena Capobianco,u,080-343-5302,202001,n,Nit,4.0
foxborough,l,2421,foxborough,31,31,Alverta Magar,z,075-936-4800,202001,l,Locust,99.0
pinta,s,1452,pinta,220,220,Shasta Packett,x,083-208-4658,201910,s,Stick insect,9.0
radios,r,1968,radios,179,179,Trinity Roda,o,079-428-4550,201900,r,Rhinoceros beetle,35.0
enthralling,m,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,m,Maggot,5.5
nonrhythmical,j,1056,nonrhythmical,148,148,Winifred Crumpler,r,080-112-6591,202012,j,Junebug,5.0
unretaining,o,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,o,Orange Sulfur Butterfly,13.0
upgrade,o,3154,upgrade,212,212,Rubye Marchal,c,078-532-7977,202008,o,Orange Sulfur Butterfly,13.0
burga,a,3177,burga,70,70,Chase Cregan,o,086-116-2278,201902,a,ant,1.0
repent,w,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,w,Wasp,15.0
embrittle,q,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,q,Queen bee,11.0
salaam,q,2907,salaam,228,228,Jose Swofford,p,080-771-7187,202104,q,Queen bee,11.0
unrepetitious,o,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,o,Orange Sulfur Butterfly,13.0
nagyvrad,g,2345,nagyvrad,169,169,Mackenzie Elgin,g,078-580-7729,202008,g,Grasshopper,50.0
unnavigableness,g,1341,unnavigableness,311,311,Jeanie Wentzell,d,079-537-7965,201906,g,Grasshopper,50.0
richet,l,3181,richet,166,166,Rosendo Parten,t,082-117-2337,202009,l,Locust,99.0
brugge,g,2888,brugge,163,163,Lia Strother,l,077-831-2156,201901,g,Grasshopper,50.0
wimble,k,2945,wimble,176,176,Sandra Griego,k,077-259-7055,202112,k,Katydid,3.0
unstylized,u,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,u,Underwing,6.0
bedside,h,3002,bedside,145,145,Drucilla Villegas,k,073-134-8894,202106,h,humbug,0.0
predetection,v,980,predetection,275,275,Raguel Burdge,b,079-392-3974,202110,v,Velvet ant,2.0
khufu,t,3089,khufu,7,7,Neva Leffler,y,086-594-5216,202106,t,Tsetse fly,5.0
englutting,y,2151,englutting,163,163,Lia Strother,l,077-831-2156,201901,y,Yellow jacket,16.0
festive,a,2937,festive,324,324,Barb Bulger,t,073-716-5606,201907,a,ant,1.0
uncontinued,h,2535,uncontinued,145,145,Drucilla Villegas,k,073-134-8894,202106,h,humbug,0.0
contraposition,c,1106,contraposition,7,7,Neva Leffler,y,086-594-5216,202106,c,catapillar,1.0
phlogopite,n,2018,phlogopite,215,215,Foster Zawislak,x,081-769-2511,202011,n,Nit,4.0
brugge,l,2888,brugge,163,163,Lia Strother,l,077-831-2156,201901,l,Locust,99.0
uncompanionable,g,2683,uncompanionable,168,168,Marin Davisson,b,075-193-5830,201904,g,Grasshopper,50.0
salaam,v,2907,salaam,228,228,Jose Swofford,p,080-771-7187,202104,v,Velvet ant,2.0
cabiri,w,1930,cabiri,233,233,Mafalda Kamerer,n,083-899-2493,202011,w,Wasp,15.0
underplot,s,2383,underplot,270,270,Marco Rickard,g,074-755-1936,202111,s,Stick insect,9.0
precorrespondent,q,1307,precorrespondent,88,88,Edgar Benfield,j,077-940-5354,202002,q,Queen bee,11.0
auric,p,1592,auric,192,192,Adena Monteiro,c,087-132-2188,202001,p,Praying mantis,8.0
inceptively,c,1231,inceptively,101,101,Sharyn Troy,d,074-190-5827,202103,c,catapillar,1.0
nonius,h,2227,nonius,62,62,Nelia Boardman,o,073-849-7376,202000,h,humbug,0.0
embryogenesis,x,1258,embryogenesis,16,16,Treva Degnan,l,083-583-6419,201905,x,Xigua,4.5
uncollapsed,b,2808,uncollapsed,57,57,Violet Hundt,j,081-301-1928,201911,b,bee,1.0
pedocal,t,2204,pedocal,26,26,Versie Mucha,m,082-903-1924,201912,t,Tsetse fly,5.0
dicta,z,1661,dicta,73,73,Leora Apo,u,085-383-9952,201912,z,Zorapteran,5.0
alkyl,u,1558,alkyl,62,62,Nelia Boardman,o,073-849-7376,202000,u,Underwing,6.0
small,y,1581,small,195,195,Terrance Latson,g,085-188-9761,189901,y,Yellow jacket,16.0
unretaining,o,1281,unretaining,143,143,Elisha Sandidge,b,081-781-5555,202011,o,Orange Sulfur Butterfly,13.0
cougar,b,2880,cougar,233,233,Mafalda Kamerer,n,083-899-2493,202011,b,bee,1.0
untriturated,n,2736,untriturated,59,59,Irish Jensen,h,081-970-5000,202003,n,Nit,4.0
tunny,s,3108,tunny,200,200,Lyle Nix,i,076-117-1648,201906,s,Stick insect,9.0
flush,x,1710,flush,60,60,Eunice Spady,g,076-225-1482,202100,x,Xigua,4.5
herborist,y,2417,herborist,151,151,Rikki Lepak,t,085-467-3941,202104,y,Yellow jacket,16.0
scleroblast,z,2402,scleroblast,207,207,Rudy Ketcher,i,074-787-4121,201901,z,Zorapteran,5.0
unchased,p,2899,unchased,36,36,Donny Cloud,z,087-731-8141,202108,p,Praying mantis,8.0
unsubverted,e,2660,unsubverted,220,220,Shasta Packett,x,083-208-4658,201910,e,Elephant hawk moth,2.0
bugler,o,3067,bugler,50,50,Alphonse Krajewski,f,082-837-1499,202006,o,Orange Sulfur Butterfly,13.0
unhonored,o,2542,unhonored,125,125,Brice Bonhomme,d,083-379-4932,201905,o,Orange Sulfur Butterfly,13.0
homer,k,1687,homer,148,148,Winifred Crumpler,r,080-112-6591,202012,k,Katydid,3.0
overheard,s,2474,overheard,112,112,Raul Pung,k,086-528-1314,202108,s,Stick insect,9.0
semiprivacy,y,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,y,Yellow jacket,16.0
zanily,s,2253,zanily,67,67,Li Birdwell,g,077-249-1815,202005,s,Stick insect,9.0
nenni,d,3238,nenni,36,36,Donny Cloud,z,087-731-8141,202108,d,Unknown insect type (imputed),5.0
unlustrous,p,2329,unlustrous,171,171,Shawanna Shoemake,q,081-441-5381,201903,p,Praying mantis,8.0
unwithdrawable,d,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,d,Unknown insect type (imputed),5.0
collaboratively,q,1224,collaboratively,60,60,Eunice Spady,g,076-225-1482,202100,q,Queen bee,11.0
preobstruct,x,2037,preobstruct,147,147,Alonzo Hiler,x,085-901-4954,202100,x,Xigua,4.5
unindicated,g,2744,unindicated,221,221,Thi Mennenga,y,083-798-1764,202012,g,Grasshopper,50.0
nonprocurement,k,1900,nonprocurement,5,5,Reyes Davies,w,077-283-5044,202106,k,Katydid,3.0
unspiring,k,2816,unspiring,313,313,Marna Linder,c,078-398-5953,202109,k,Katydid,3.0
pedocal,f,2204,pedocal,26,26,Versie Mucha,m,082-903-1924,201912,f,flea,3.0
unfostered,m,2801,unfostered,208,208,Jerrica Shears,j,078-322-2008,202105,m,Maggot,5.5
unanachronistic,r,1087,unanachronistic,10,10,Blythe Howse,m,074-828-7587,201908,r,Rhinoceros beetle,35.0
sioux,z,1604,sioux,98,98,Erik Ruffner,g,083-749-8977,202010,z,Zorapteran,5.0
aulis,w,1482,aulis,106,106,Maureen Spinner,v,080-911-1748,201900,w,Wasp,15.0
untrod,v,2694,untrod,251,251,Cindi Jeremiah,o,075-985-7988,201903,v,Velvet ant,2.0
chlorotic,e,1740,chlorotic,291,291,Emmie Raiford,l,087-562-1847,202110,e,Elephant hawk moth,2.0
joeys,v,3086,joeys,213,213,Diann Trigg,l,085-396-2469,201907,v,Velvet ant,2.0
ungovernability,x,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,x,Xigua,4.5
morty,g,1596,morty,10,10,Blythe Howse,m,074-828-7587,201908,g,Grasshopper,50.0
counterweight,l,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,l,Locust,99.0
unharmonising,p,2516,unharmonising,301,301,Micah Sabado,l,075-365-9474,202102,p,Praying mantis,8.0
embryogenesis,u,1258,embryogenesis,16,16,Treva Degnan,l,083-583-6419,201905,u,Underwing,6.0
unchurlish,h,2576,unchurlish,90,90,Lana Kilcrease,d,083-343-7323,201903,h,humbug,0.0
unblent,r,2774,unblent,319,319,Sharee Chauez,i,086-242-1859,202109,r,Rhinoceros beetle,35.0
princeless,e,2949,princeless,233,233,Mafalda Kamerer,n,083-899-2493,202011,e,Elephant hawk moth,2.0
tobie,i,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,i,insect,3.0
flare,p,1668,flare,65,65,Cherri Grisham,m,081-989-4458,201912,p,Praying mantis,8.0
inceptively,b,1231,inceptively,101,101,Sharyn Troy,d,074-190-5827,202103,b,bee,1.0
rubicund,u,2120,rubicund,296,296,Hilma Grammer,f,081-805-6812,202107,u,Underwing,6.0
homer,c,1687,homer,148,148,Winifred Crumpler,r,080-112-6591,202012,c,catapillar,1.0
overheard,s,2474,overheard,112,112,Raul Pung,k,086-528-1314,202108,s,Stick insect,9.0
psalm,q,1619,psalm,7,7,Neva Leffler,y,086-594-5216,202106,q,Queen bee,11.0
court,h,1520,court,168,168,Marin Davisson,b,075-193-5830,201904,h,humbug,0.0
phototroph,g,2356,phototroph,41,41,Carmelo Wallner,x,078-519-5851,202006,g,Grasshopper,50.0
unshrunk,x,2588,unshrunk,225,225,Lacie Shirkey,s,079-280-8212,202004,x,Xigua,4.5
undeterrable,k,2763,undeterrable,88,88,Edgar Benfield,j,077-940-5354,202002,k,Katydid,3.0
overthrust,i,1847,overthrust,11,11,Chana Six,m,086-823-5508,201902,i,insect,3.0
uncompanionable,e,2683,uncompanionable,168,168,Marin Davisson,b,075-193-5830,201904,e,Elephant hawk moth,2.0
magnipotence,z,1148,magnipotence,81,81,Leanora Wickliffe,e,071-619-6458,202109,z,Zorapteran,5.0
cypsela,g,1733,cypsela,270,270,Marco Rickard,g,074-755-1936,202111,g,Grasshopper,50.0
unchronicled,g,2611,unchronicled,24,24,Shirl Plotner,c,087-628-6789,201910,g,Grasshopper,50.0
perforated,s,2075,perforated,33,33,Janelle Busch,w,077-721-2347,202104,s,Stick insect,9.0
youthfulness,m,2375,youthfulness,238,238,Ramiro Milligan,h,083-695-5976,202004,m,Maggot,5.5
erringly,h,1877,erringly,306,306,Lera Calcote,p,084-450-5529,201912,h,humbug,0.0
nagyvrad,m,2345,nagyvrad,169,169,Mackenzie Elgin,g,078-580-7729,202008,m,Maggot,5.5
rodi,a,3029,rodi,200,200,Lyle Nix,i,076-117-1648,201906,a,ant,1.0
overneglectful,s,1091,overneglectful,186,186,Beryl Delossantos,b,078-560-7872,202008,s,Stick insect,9.0
libau,b,3063,libau,301,301,Micah Sabado,l,075-365-9474,202102,b,bee,1.0
nonprocurement,v,1900,nonprocurement,5,5,Reyes Davies,w,077-283-5044,202106,v,Velvet ant,2.0
dissolve,v,2960,dissolve,184,184,Sudie Bulkley,a,075-105-6323,202100,v,Velvet ant,2.0
europe,w,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,w,Wasp,15.0
radios,w,1968,radios,179,179,Trinity Roda,o,079-428-4550,201900,w,Wasp,15.0
pomona,y,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,y,Yellow jacket,16.0
culti,e,1649,culti,21,21,Raven Croskey,u,074-809-9073,202005,e,Elephant hawk moth,2.0
salaam,h,2907,salaam,228,228,Jose Swofford,p,080-771-7187,202104,h,humbug,0.0
legendaries,c,1037,legendaries,160,160,Sima Coomer,r,085-159-9315,202104,c,catapillar,1.0
vary,l,3215,vary,277,277,Natisha Blythe,y,083-470-1500,197001,l,Locust,99.0
unlustrous,b,2329,unlustrous,171,171,Shawanna Shoemake,q,081-441-5381,201903,b,bee,1.0
ripon,h,1623,ripon,122,122,Emmett Gebhard,f,081-153-9951,202011,h,humbug,0.0
unpolitely,c,2766,unpolitely,16,16,Treva Degnan,l,083-583-6419,201905,c,catapillar,1.0
meris,a,1429,meris,75,75,Ervin Hepburn,b,080-382-6212,202111,a,ant,1.0
croceatas,e,2014,croceatas,124,124,Rosalind Sae,v,072-803-8713,202011,e,Elephant hawk moth,2.0
pomona,t,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,t,Tsetse fly,5.0
nonpardoning,m,1102,nonpardoning,204,204,Gregg Blanchette,c,074-884-1593,202100,m,Maggot,5.5
overheard,p,2474,overheard,112,112,Raul Pung,k,086-528-1314,202108,p,Praying mantis,8.0
frizzlier,h,1839,frizzlier,251,251,Cindi Jeremiah,o,075-985-7988,201903,h,humbug,0.0
warranter,b,2242,warranter,1,1,Eladia Coltrane,x,072-304-1562,202012,b,bee,1.0
indoctrinating,a,1079,indoctrinating,218,218,Sona Riel,n,078-924-1263,201900,a,ant,1.0
neutrosphere,e,1965,neutrosphere,215,215,Foster Zawislak,x,081-769-2511,202011,e,Elephant hawk moth,2.0
lectern,b,2956,lectern,41,41,Carmelo Wallner,x,078-519-5851,202006,b,bee,1.0
gonorrhoeal,c,1167,gonorrhoeal,303,303,Kathlene Bavaro,h,084-892-8235,201911,c,catapillar,1.0
penthouse,h,3196,penthouse,179,179,Trinity Roda,o,079-428-4550,201900,h,humbug,0.0
unhonored,l,2542,unhonored,125,125,Brice Bonhomme,d,083-379-4932,201905,l,Locust,99.0
input,n,1531,input,313,313,Marna Linder,c,078-398-5953,202109,n,Nit,4.0
examinable,f,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,f,flea,3.0
deafness,k,3044,deafness,277,277,Natisha Blythe,y,083-470-1500,197001,k,Katydid,3.0
interlocation,i,1094,interlocation,238,238,Ramiro Milligan,h,083-695-5976,202004,i,insect,3.0
unclassically,l,2622,unclassically,65,65,Cherri Grisham,m,081-989-4458,201912,l,Locust,99.0
unstraightened,q,2755,unstraightened,62,62,Nelia Boardman,o,073-849-7376,202000,q,Queen bee,11.0
unpestilent,x,2869,unpestilent,147,147,Alonzo Hiler,x,085-901-4954,202100,x,Xigua,4.5
unhefted,e,2440,unhefted,59,59,Irish Jensen,h,081-970-5000,202003,e,Elephant hawk moth,2.0
intervariation,k,1174,intervariation,99,99,Cora Rester,y,079-523-8303,202107,k,Katydid,3.0
dearie,e,3017,dearie,163,163,Lia Strother,l,077-831-2156,201901,e,Elephant hawk moth,2.0
woald,q,1387,woald,13,13,Katie Vandermark,v,084-552-5244,201911,q,Queen bee,11.0
unstultified,q,2713,unstultified,9,9,Phillis Wainright,w,071-988-2023,201904,q,Queen bee,11.0
salts,b,1543,salts,109,109,Nieves Schorn,w,080-803-1422,201904,b,bee,1.0
electroballistic,l,1250,electroballistic,254,254,Hai Cabaniss,d,081-119-7725,202100,l,Locust,99.0
o''higgins,n,3051,o''higgins,155,155,Leeanna Cutlip,k,073-266-2482,202010,n,Nit,4.0
baric,v,1645,baric,50,50,Alphonse Krajewski,f,082-837-1499,202006,v,Velvet ant,2.0
haler,u,1364,haler,109,109,Nieves Schorn,w,080-803-1422,201904,u,Underwing,6.0
rubicund,q,2120,rubicund,296,296,Hilma Grammer,f,081-805-6812,202107,q,Queen bee,11.0
issued,x,3074,issued,192,192,Adena Monteiro,c,087-132-2188,202001,x,Xigua,4.5
nagyvrad,n,2345,nagyvrad,169,169,Mackenzie Elgin,g,078-580-7729,202008,n,Nit,4.0
unprofane,h,2649,unprofane,99,99,Cora Rester,y,079-523-8303,202107,h,humbug,0.0
vandal,s,2998,vandal,130,130,Florinda Luckow,j,077-878-7105,202100,s,Stick insect,9.0
geber,h,1691,geber,285,285,Priscila Kilroy,c,074-992-6162,202002,h,humbug,0.0
examinable,g,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,g,Grasshopper,50.0
unbale,v,2538,unbale,104,104,Velva Griego,u,077-898-2107,201900,v,Velvet ant,2.0
enthralling,l,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,l,Locust,99.0
unstylized,i,2717,unstylized,259,259,Hana Clabaugh,d,074-262-7203,239012,i,insect,3.0
miscarry,d,2238,miscarry,308,308,Angela Schoenborn,p,079-660-5912,201904,d,Unknown insect type (imputed),5.0
intensionally,s,1946,intensionally,186,186,Beryl Delossantos,b,078-560-7872,202008,s,Stick insect,9.0
repent,w,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,w,Wasp,15.0
scraping,d,3055,scraping,62,62,Nelia Boardman,o,073-849-7376,202000,d,Unknown insect type (imputed),5.0
octillionth,k,2360,octillionth,80,80,Rickie Osman,l,078-133-9611,202103,k,Katydid,3.0
alkyl,l,1558,alkyl,62,62,Nelia Boardman,o,073-849-7376,202000,l,Locust,99.0
spawn,m,1478,spawn,218,218,Sona Riel,n,078-924-1263,201900,m,Maggot,5.5
thoroughpin,l,1243,thoroughpin,187,187,Adolfo Webb,i,085-443-4832,202101,l,Locust,99.0
tobie,h,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,h,humbug,0.0
unneedy,q,2675,unneedy,5,5,Reyes Davies,w,077-283-5044,202106,q,Queen bee,11.0
unharmonising,e,2516,unharmonising,301,301,Micah Sabado,l,075-365-9474,202102,e,Elephant hawk moth,2.0
polydisperse,b,1288,polydisperse,195,195,Terrance Latson,g,085-188-9761,189901,b,bee,1.0
nosepiece,h,2953,nosepiece,270,270,Marco Rickard,g,074-755-1936,202111,h,humbug,0.0
unliteral,b,2846,unliteral,117,117,Artie Stiff,n,071-245-3352,202107,b,bee,1.0
deshabille,w,2231,deshabille,91,91,Lavina Vos,z,077-981-2916,202110,w,Wasp,15.0
tovarisch,r,1843,tovarisch,103,103,Zelda Bridgett,r,085-887-8677,201906,r,Rhinoceros beetle,35.0
ungovernability,j,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,j,Junebug,5.0
prerouted,v,2048,prerouted,311,311,Jeanie Wentzell,d,079-537-7965,201906,v,Velvet ant,2.0
laodamia,r,2044,laodamia,60,60,Eunice Spady,g,076-225-1482,202100,r,Rhinoceros beetle,35.0
loungingly,m,1778,loungingly,36,36,Donny Cloud,z,087-731-8141,202108,m,Maggot,5.5
guitarfishes,y,1018,guitarfishes,129,129,Janae Laiche,t,075-651-7964,202002,y,Yellow jacket,16.0
saare,g,3116,saare,127,127,Lorenzo Cribb,y,080-423-2157,202103,g,Grasshopper,50.0
loungingly,o,1778,loungingly,36,36,Donny Cloud,z,087-731-8141,202108,o,Orange Sulfur Butterfly,13.0
hepatectomizing,i,1254,hepatectomizing,160,160,Sima Coomer,r,085-159-9315,202104,i,insect,3.0
unchased,o,2899,unchased,36,36,Donny Cloud,z,087-731-8141,202108,o,Orange Sulfur Butterfly,13.0
nonperpetration,v,1155,nonperpetration,96,96,Adell Baldree,x,078-723-8425,201908,v,Velvet ant,2.0
bedside,g,3002,bedside,145,145,Drucilla Villegas,k,073-134-8894,202106,g,Grasshopper,50.0
unsecured,j,2584,unsecured,244,244,Victor Peppard,e,081-584-1681,201910,j,Junebug,5.0
attis,j,1417,attis,252,252,Carman Lalli,e,080-363-4097,202109,j,Junebug,5.0
ungovernability,s,2679,ungovernability,270,270,Marco Rickard,g,074-755-1936,202111,s,Stick insect,9.0
cosmopolitanising,c,1315,cosmopolitanising,15,15,Tiffaney Kratky,l,076-373-2923,202002,c,catapillar,1.0
bristleless,k,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,k,Katydid,3.0
tedder,g,3124,tedder,142,142,Gilma Swager,p,083-578-4644,202112,g,Grasshopper,50.0
nonelevation,r,1011,nonelevation,98,98,Erik Ruffner,g,083-749-8977,202010,r,Rhinoceros beetle,35.0
replevisable,s,1349,replevisable,109,109,Nieves Schorn,w,080-803-1422,201904,s,Stick insect,9.0
wayland,e,3127,wayland,218,218,Sona Riel,n,078-924-1263,201900,e,Elephant hawk moth,2.0
needy,c,1463,needy,181,181,Jacalyn Goers,g,082-547-5696,202002,c,catapillar,1.0
uninsulated,m,2630,uninsulated,125,125,Brice Bonhomme,d,083-379-4932,201905,m,Maggot,5.5
pensionership,v,1083,pensionership,135,135,Kenia Parrett,p,074-997-3189,202103,v,Velvet ant,2.0
unsecured,z,2584,unsecured,244,244,Victor Peppard,e,081-584-1681,201910,z,Zorapteran,5.0
avalon,m,2181,avalon,93,93,Arianne Odonnell,p,076-751-8775,202004,m,Maggot,5.5
unimpeachability,d,2546,unimpeachability,285,285,Priscila Kilroy,c,074-992-6162,202002,d,Unknown insect type (imputed),5.0
perforated,i,2075,perforated,33,33,Janelle Busch,w,077-721-2347,202104,i,insect,3.0
mauritius,f,2147,mauritius,295,295,Shantelle Rosner,a,084-547-2476,202000,f,flea,3.0
unrepetitious,i,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,i,insect,3.0
dissolve,z,2960,dissolve,184,184,Sudie Bulkley,a,075-105-6323,202100,z,Zorapteran,5.0
blake,v,1676,blake,135,135,Kenia Parrett,p,074-997-3189,202103,v,Velvet ant,2.0
lapactic,x,2394,lapactic,116,116,Clemmie Dunphy,c,079-683-5944,202101,x,Xigua,4.5
serbian,m,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,m,Maggot,5.5
unbale,m,2538,unbale,104,104,Velva Griego,u,077-898-2107,201900,m,Maggot,5.5
iconographer,n,978,iconographer,207,207,Rudy Ketcher,i,074-787-4121,201901,n,Nit,4.0
uncinctured,k,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,k,Katydid,3.0
englutting,h,2151,englutting,163,163,Lia Strother,l,077-831-2156,201901,h,humbug,0.0
stylar,d,2922,stylar,85,85,Amanda Wolske,p,084-964-8962,202101,d,Unknown insect type (imputed),5.0
unchronicled,s,2611,unchronicled,24,24,Shirl Plotner,c,087-628-6789,201910,s,Stick insect,9.0
deafness,d,3044,deafness,277,277,Natisha Blythe,y,083-470-1500,197001,d,Unknown insect type (imputed),5.0
scleroblast,c,2402,scleroblast,207,207,Rudy Ketcher,i,074-787-4121,201901,c,catapillar,1.0
howie,c,1512,howie,160,160,Sima Coomer,r,085-159-9315,202104,c,catapillar,1.0
enthralling,w,1824,enthralling,59,59,Irish Jensen,h,081-970-5000,202003,w,Wasp,15.0
unpolitely,c,2766,unpolitely,16,16,Treva Degnan,l,083-583-6419,201905,c,catapillar,1.0
floriculturist,e,1322,floriculturist,21,21,Raven Croskey,u,074-809-9073,202005,e,Elephant hawk moth,2.0
unmortising,s,2831,unmortising,288,288,Ralph Purinton,l,073-145-6222,201906,s,Stick insect,9.0
overneglectful,y,1091,overneglectful,186,186,Beryl Delossantos,b,078-560-7872,202008,y,Yellow jacket,16.0
streamer,r,2934,streamer,241,241,Pauletta Lazo,n,082-454-6754,202103,r,Rhinoceros beetle,35.0
ingeminated,h,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,h,humbug,0.0
brieux,d,2896,brieux,83,83,Aleida Lovelady,l,072-104-6584,201910,d,Unknown insect type (imputed),5.0
sternwheel,f,2987,sternwheel,288,288,Ralph Purinton,l,073-145-6222,201906,f,flea,3.0
repent,q,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,q,Queen bee,11.0
chile,o,1509,chile,57,57,Violet Hundt,j,081-301-1928,201911,o,Orange Sulfur Butterfly,13.0
unaptly,e,1896,unaptly,233,233,Mafalda Kamerer,n,083-899-2493,202011,e,Elephant hawk moth,2.0
sepaline,m,2162,sepaline,135,135,Kenia Parrett,p,074-997-3189,202103,m,Maggot,5.5
magnipotence,s,1148,magnipotence,81,81,Leanora Wickliffe,e,071-619-6458,202109,s,Stick insect,9.0
narragansett,l,992,narragansett,63,63,Almeta Bedolla,z,081-909-2060,202111,l,Locust,99.0
foretop,e,3112,foretop,145,145,Drucilla Villegas,k,073-134-8894,202106,e,Elephant hawk moth,2.0
chlorotic,w,1740,chlorotic,291,291,Emmie Raiford,l,087-562-1847,202110,w,Wasp,15.0
octillionth,m,2360,octillionth,80,80,Rickie Osman,l,078-133-9611,202103,m,Maggot,5.5
radios,b,1968,radios,179,179,Trinity Roda,o,079-428-4550,201900,b,bee,1.0
eufaula,d,1737,eufaula,247,247,Robbyn Carlberg,u,078-601-9398,202006,d,Unknown insect type (imputed),5.0
